subject,category,term,definition,,,
LC History,War of Independence,Democratic Programme,Social reform program adopted by the First Dáil,,,
LC History,War of Independence,Declaration of Independence,Document adopted by the First Dáil declaring Irish independence,,,
LC History,War of Independence,Michael Collins,Minister for Finance and Director of Intelligence during the War of Independence,,,
LC History,War of Independence,IRA (Irish Republican Army),Military wing of the independence movement,,,
LC History,War of Independence,Guerrilla War,Hit-and-run tactics used by the IRA against British forces,,,
LC History,War of Independence,Flying Columns,Mobile IRA units that carried out attacks and then disappeared,,,
LC History,War of Independence,Black and Tans,British auxiliary police force known for brutality and reprisals,,,
LC History,War of Independence,Auxiliaries,Elite British counter-insurgency force that reinforced the RIC,,,
LC History,War of Independence,RIC (Royal Irish Constabulary),Irish police force that became a target of IRA attacks,,,
LC History,War of Independence,Intelligence War,Collins' systematic targeting of British intelligence network,,,
LC History,War of Independence,Squad,Collins' assassination unit that eliminated British agents and informers,,,
LC History,War of Independence,Bloody Sunday (1920),IRA killed 14 suspected British agents; Auxiliaries shot 14 civilians at Croke Park,,,
LC History,War of Independence,Burning of Cork,Black and Tans burned Cork city center in reprisal for IRA attacks,,,
LC History,War of Independence,Martial Law,Military rule imposed on much of Ireland in late 1920,,,
LC History,War of Independence,Government of Ireland Act (1920),British law that partitioned Ireland into two Home Rule territories,,,
LC History,War of Independence,Northern Ireland,Six-county state established under the Government of Ireland Act,,,
LC History,War of Independence,Southern Ireland,Twenty-six county territory that never functioned as intended,,,
LC History,Civil War,Anglo-Irish Treaty (1921),Agreement that ended the War of Independence but partitioned Ireland,,,
LC History,Civil War,Irish Free State,26-county dominion established by the Anglo-Irish Treaty,,,
LC History,Civil War,Dominion Status,Self-governing territory within the British Empire,,,
LC History,Civil War,Oath of Allegiance,Requirement for TDs to swear loyalty to the British Crown,,,
LC History,Civil War,Boundary Commission,Body established to review the border between Northern Ireland and the Free State,,,
LC History,Civil War,Treaty Debate,Divisive Dáil debate on whether to accept the Anglo-Irish Treaty,,,
LC History,Civil War,Pro-Treaty,Supporters of the Anglo-Irish Treaty led by Michael Collins,,,
LC History,Civil War,Anti-Treaty,Opponents of the Anglo-Irish Treaty led by Éamon de Valera,,,
LC History,Civil War,Arthur Griffith,Sinn Féin founder who supported the Treaty,,,
LC History,Civil War,Cathal Brugha,Anti-Treaty leader and Minister for Defence,,,
LC History,Civil War,Austin Stack,Anti-Treaty leader and Minister for Home Affairs,,,
LC History,Civil War,Erskine Childers,Anti-Treaty propagandist and author of 'The Riddle of the Sands',,,
LC History,Civil War,Four Courts,Anti-Treaty IRA headquarters occupied from April to June 1922,,,
LC History,Civil War,Provisional Government,Free State government established to implement the Treaty,,,
LC History,Civil War,National Army,Free State forces that fought against the Anti-Treaty IRA,,,
LC History,Civil War,Irregulars,Term used by the Free State to describe Anti-Treaty forces,,,
LC History,Civil War,Executive Powers Act,Gave the Free State government power to execute prisoners without trial,,,
LC History,Civil War,77 Executions,Official executions carried out by the Free State during the Civil War,,,
LC History,Civil War,Death of Michael Collins,Collins was killed in an ambush at Béal na Bláth in August 1922,,,
LC History,Civil War,W.T. Cosgrave,First President of the Executive Council (Prime Minister) of the Free State,,,
LC History,Civil War,Kevin O'Higgins,Free State Minister for Justice who authorized harsh measures against republicans,,,
LC History,Civil War,Liam Lynch,Chief of Staff of Anti-Treaty IRA forces,,,
LC History,Civil War,Frank Aiken,Republican leader who called a ceasefire in May 1923,,,
LC History,Civil War,Dump Arms Order,Republican ceasefire order issued in May 1923 that ended the Civil War,,,
LC History,Independent Ireland,Cumann na nGaedheal,Pro-Treaty party that governed the Free State 1922-1932,,,
LC History,Independent Ireland,Fianna Fáil,Republican party founded by de Valera in 1926,,,
LC History,Independent Ireland,De Valera's Return (1927),De Valera entered the Dáil after the Oath crisis was resolved,,,
LC History,Independent Ireland,1932 Election,"Fianna Fáil won power, beginning 16 years of de Valera governments",,,
LC History,Independent Ireland,Economic War (1932-1938),Trade dispute with Britain over land annuity payments,,,
LC History,Independent Ireland,Land Annuities,Payments for land purchase schemes that became a source of conflict with Britain,,,
LC History,Independent Ireland,Constitution of 1937,New constitution that replaced the Free State with Éire,,,
LC History,Independent Ireland,Éire,Name for the Irish state under the 1937 Constitution,,,
LC History,Independent Ireland,President of Ireland,Head of State position created by the 1937 Constitution,,,
LC History,Independent Ireland,Douglas Hyde,First President of Ireland (1938-1945),,,
LC History,Independent Ireland,Taoiseach,Title for the head of government under the 1937 Constitution,,,
LC History,Independent Ireland,Seanad Éireann,Upper house of the Oireachtas (Irish Parliament),,,
LC History,Independent Ireland,IRA (Post-Civil War),Illegal organization that continued to oppose the Free State/Éire,,,
LC History,Independent Ireland,Blueshirts,Fascist-style movement led by Eoin O'Duffy in the 1930s,,,
LC History,Independent Ireland,Fine Gael,"Party formed in 1933 from the merger of Cumann na nGaedheal, Centre Party, and Blueshirts",,,
LC History,Independent Ireland,Neutrality,"Ireland's policy during World War II, despite British and German pressure",,,
LC History,Independent Ireland,The Emergency,Irish term for World War II (1939-1945),,,
LC History,Independent Ireland,IRA Bombing Campaign (1939-1940),Failed IRA campaign in Britain during World War II,,,
LC History,Independent Ireland,Seán Russell,IRA leader who sought German support during World War II,,,
LC History,Independent Ireland,Hermann Görtz,German agent who parachuted into Ireland in 1940,,,
LC History,Independent Ireland,Éamon de Valera (Wartime),Taoiseach during The Emergency who maintained neutrality,,,
LC History,Independent Ireland,David Gray,American ambassador who pressured Ireland to abandon neutrality,,,
LC History,Independent Ireland,Republic of Ireland Act (1949),Declared Ireland a republic and left the Commonwealth,,,
LC History,Independent Ireland,John A. Costello,Fine Gael Taoiseach who declared the Republic,,,
LC History,Independent Ireland,Mother and Child Scheme,Health scheme proposed by Noël Browne that caused a government crisis,,,
LC History,Independent Ireland,Noël Browne,Minister for Health whose Mother and Child Scheme was opposed by the Catholic Church,,,
LC History,Northern Ireland,Partition (1921),Division of Ireland into Northern Ireland (6 counties) and Southern Ireland (26 counties),,,
LC History,Northern Ireland,Ulster Unionist Party,Dominant party in Northern Ireland from 1921-1972,,,
LC History,Northern Ireland,James Craig,First Prime Minister of Northern Ireland (1921-1940),,,
LC History,Northern Ireland,Stormont,Northern Ireland Parliament building and system of government,,,
LC History,Northern Ireland,Devolution,System where Northern Ireland had its own parliament for domestic affairs,,,
LC History,Northern Ireland,Protestant Parliament,Craig's description of Northern Ireland as 'a Protestant state for a Protestant people',,,
LC History,Northern Ireland,Gerrymandering,Manipulation of electoral boundaries to ensure Unionist control,,,
LC History,Northern Ireland,Property Franchise,Voting system that discriminated against Catholics in local elections,,,
LC History,Northern Ireland,B Specials,Part-time Protestant police force that Catholics viewed as sectarian,,,
LC History,Northern Ireland,Special Powers Act,Law giving the Northern Ireland government extensive emergency powers,,,
LC History,Northern Ireland,Nationalist Party,Main Catholic political party in Northern Ireland before the 1970s,,,
